account_id,plan_tier,industry,segment,region,customer_success_manager,signup_date,last_login_date,licensed_seats,active_users,support_tickets_90d,nps,renewal_month,payment_status,feature_adoption_rate,annual_recurring_revenue,seat_utilization,churn_risk,expansion_opportunity,notes
ACC0005731,Starter,Media,Mid-Market,EMEA,Hannah,2023-04-12 00:00:00,2023-06-25 00:00:00,457,109,5,-20,10,Current,0.611,3052.0,0.239,High,No,pilot training risk renewal security invoice renewal procurement
ACC0034309,Enterprise,Retail,SMB,North America,Diego,2022-06-15 00:00:00,2022-12-01 00:00:00,204,110,4,73,7,Current,0.39,3965.0,0.539,Low,No,procurement security pilot security renewal
ACC0023882,Enterprise,Finance,SMB,North America,Hannah,2024-05-24 00:00:00,2024-09-28 00:00:00,419,212,2,78,7,Late,0.143,14122.0,0.506,Medium,No,security security renewal security risk procurement renewal integration integration integration pilot
ACC0036737,Growth,Media,Enterprise,North America,Marcus,2022-12-13 00:00:00,2023-01-23 00:00:00,39,66,2,23,5,Current,0.239,2274.0,1.0,Medium,No,procurement integration pilot renewal risk pilot
ACC0012665,Growth,Retail,SMB,APAC,Hannah,2023-06-04 00:00:00,2024-05-26 00:00:00,192,42,4,-27,10,Current,0.934,3734.0,0.219,High,No,integration training security procurement invoice risk training training training integration invoice invoice
ACC0019719,Growth,Retail,SMB,North America,Priya,2024-05-09 00:00:00,2024-10-02 00:00:00,334,161,4,65,2,Current,0.422,15275.0,0.482,Low,No,integration training procurement invoice training training training
ACC0004739,Starter,Finance,Mid-Market,North America,Priya,2023-03-26 00:00:00,2023-03-27 00:00:00,251,182,2,-43,9,Current,0.505,982.0,0.725,High,No,renewal security training invoice procurement risk
ACC0037474,Growth,Education,SMB,EMEA,Grace,2023-11-25 00:00:00,2024-01-07 00:00:00,245,15,1,40,12,Current,0.56,1252.0,0.061,Low,No,invoice seat-expansion risk security integration integration security invoice integration
ACC0022842,Enterprise,Manufacturing,SMB,North America,Hannah,2023-10-29 00:00:00,2024-05-19 00:00:00,75,68,2,-32,4,Current,0.301,574.0,0.907,High,No,integration invoice seat-expansion seat-expansion renewal seat-expansion
ACC0016329,Growth,Media,SMB,North America,Elena,2024-01-25 00:00:00,2024-07-27 00:00:00,447,330,6,68,3,Current,0.913,952.0,0.738,Low,Yes,pilot security pilot security pilot procurement risk invoice
ACC0029330,Growth,Healthcare,SMB,North America,Diego,2023-10-11 00:00:00,2024-04-26 00:00:00,333,54,2,99,4,Current,0.698,5346.0,0.162,Low,Yes,training seat-expansion procurement risk seat-expansion
ACC0004931,Starter,Retail,Mid-Market,APAC,Grace,2023-07-01 00:00:00,2024-04-26 00:00:00,467,178,5,17,4,Current,0.182,3352.0,0.381,Medium,No,risk risk procurement training security
ACC0004796,Growth,Retail,SMB,EMEA,Elena,2022-02-13 00:00:00,2022-08-26 00:00:00,375,223,4,-47,11,Current,0.88,596.0,0.595,Medium,No,integration integration renewal procurement pilot training invoice risk risk pilot
ACC0019045,Pro,Education,SMB,APAC,Grace,2022-08-21 00:00:00,2022-08-23 00:00:00,238,117,8,-21,12,Current,0.317,1579.0,0.492,Medium,No,integration training invoice renewal integration
ACC0026747,Pro,Healthcare,Mid-Market,EMEA,Priya,2023-07-13 00:00:00,2023-08-19 00:00:00,469,179,4,-13,7,Late,0.343,2037.0,0.382,High,No,training integration renewal training seat-expansion procurement
ACC0012844,Growth,Healthcare,Enterprise,LATAM,Grace,2023-01-12 00:00:00,2023-07-06 00:00:00,497,73,1,81,6,Late,0.336,6512.0,0.147,High,No,procurement renewal procurement security seat-expansion pilot renewal risk training
ACC0016100,Enterprise,Education,Enterprise,EMEA,Grace,2022-11-27 00:00:00,2023-10-19 00:00:00,447,131,5,54,9,Current,0.058,656.0,0.293,Medium,No,pilot integration training risk pilot
ACC0017589,Growth,Education,Mid-Market,North America,Hannah,2023-09-21 00:00:00,2023-10-05 00:00:00,80,51,3,75,2,Late,0.572,9785.0,0.638,High,No,seat-expansion risk security procurement risk risk pilot procurement
ACC0035310,Starter,Education,Mid-Market,North America,Marcus,2023-01-08 00:00:00,2023-08-07 00:00:00,140,322,2,51,11,Current,0.551,2491.0,1.0,Low,No,training pilot training seat-expansion integration procurement risk
ACC0018651,Pro,Education,Mid-Market,APAC,Grace,2022-11-01 00:00:00,2023-07-06 00:00:00,119,176,8,-22,6,Current,0.126,5831.0,1.0,Medium,No,integration pilot security pilot seat-expansion integration integration pilot security
ACC0010256,Growth,Retail,SMB,EMEA,Marcus,2023-02-13 00:00:00,2023-11-10 00:00:00,450,215,3,-47,3,Escalated,0.569,965.0,0.478,Medium,No,procurement risk pilot pilot integration security integration seat-expansion pilot
ACC0005545,Growth,Education,Mid-Market,North America,Diego,2022-01-19 00:00:00,2022-08-01 00:00:00,53,75,7,-13,5,Current,0.936,2916.0,1.0,Medium,No,procurement integration pilot renewal renewal
ACC0005285,Enterprise,Finance,SMB,North America,Diego,2023-01-11 00:00:00,2023-05-02 00:00:00,337,192,2,95,4,Escalated,0.962,5764.0,0.57,Medium,No,pilot training integration integration seat-expansion procurement risk security procurement pilot
ACC0023444,Pro,Retail,SMB,EMEA,Elena,2022-09-26 00:00:00,2022-11-19 00:00:00,190,235,3,31,3,Late,0.742,605.0,1.0,Medium,Yes,seat-expansion procurement pilot pilot integration pilot risk renewal pilot risk procurement integration
ACC0021586,Starter,Education,SMB,APAC,Grace,2022-05-26 00:00:00,2022-06-27 00:00:00,301,376,2,80,12,Current,0.058,4427.0,1.0,Medium,No,seat-expansion invoice procurement pilot procurement security pilot seat-expansion invoice seat-expansion integration procurement
ACC0012522,Starter,Manufacturing,Mid-Market,North America,Elena,2022-09-23 00:00:00,2023-02-11 00:00:00,257,156,3,50,5,Current,0.943,2268.0,0.607,Low,Yes,procurement pilot procurement integration risk training risk training procurement training
ACC0034338,Starter,Finance,Enterprise,EMEA,Priya,2023-11-11 00:00:00,2024-03-07 00:00:00,417,376,5,-46,3,Current,0.161,4901.0,0.902,Medium,No,security seat-expansion pilot seat-expansion seat-expansion seat-expansion integration procurement
ACC0020891,Starter,Retail,Mid-Market,LATAM,Elena,2022-06-11 00:00:00,2023-05-14 00:00:00,98,211,3,5,10,Current,0.817,3206.0,1.0,Low,No,invoice invoice training procurement invoice integration renewal seat-expansion invoice
ACC0004374,Growth,Retail,SMB,North America,Diego,2024-06-11 00:00:00,2024-07-21 00:00:00,4,362,2,-15,6,Current,0.161,2080.0,1.0,High,No,integration security security integration integration seat-expansion security integration invoice seat-expansion risk pilot
ACC0021815,Enterprise,Finance,SMB,North America,Elena,2024-04-05 00:00:00,2025-03-31 00:00:00,112,251,3,33,7,Current,0.95,1267.0,1.0,Low,No,renewal renewal training renewal pilot security invoice invoice
ACC0011508,Growth,Retail,SMB,North America,Grace,2024-04-15 00:00:00,2024-06-05 00:00:00,242,286,3,74,1,Late,0.687,2763.0,1.0,Medium,Yes,renewal seat-expansion seat-expansion invoice integration pilot renewal invoice pilot seat-expansion
ACC0037528,Pro,Media,SMB,North America,Marcus,2024-03-25 00:00:00,2024-05-15 00:00:00,397,306,1,15,3,Current,0.224,6723.0,0.771,Medium,No,pilot pilot invoice procurement training seat-expansion training invoice training risk pilot training
ACC0036860,Starter,Media,SMB,EMEA,Hannah,2022-11-12 00:00:00,2023-08-25 00:00:00,271,88,4,68,9,Current,0.938,7813.0,0.325,Low,Yes,security risk risk integration security security
ACC0014850,Pro,Media,Mid-Market,EMEA,Grace,2023-03-09 00:00:00,2023-12-15 00:00:00,326,367,3,-42,1,Current,0.155,4235.0,1.0,Medium,No,training integration risk invoice procurement integration security
ACC0012673,Starter,Media,Mid-Market,North America,Grace,2022-03-20 00:00:00,2022-08-27 00:00:00,315,44,2,-5,5,Current,0.921,12595.0,0.14,High,No,training procurement training integration pilot invoice
ACC0005468,Starter,Retail,Mid-Market,North America,Grace,2023-06-29 00:00:00,2023-11-07 00:00:00,402,49,1,47,5,Late,0.809,2872.0,0.122,High,Yes,seat-expansion seat-expansion seat-expansion integration invoice procurement procurement training risk
ACC0020971,Starter,Media,SMB,North America,Diego,2022-12-19 00:00:00,2023-01-06 00:00:00,316,258,3,95,11,Current,0.427,3037.0,0.816,Low,No,renewal risk security security integration renewal risk invoice integration procurement renewal
ACC0005829,Starter,Manufacturing,Mid-Market,North America,Grace,2024-02-27 00:00:00,2025-02-03 00:00:00,258,168,0,-29,6,Current,0.349,3559.0,0.651,High,No,integration renewal renewal seat-expansion training security procurement security integration
ACC0022642,Growth,Finance,Mid-Market,North America,Diego,2022-03-07 00:00:00,2022-05-12 00:00:00,78,28,5,12,8,Current,0.26,804.0,0.359,Low,No,invoice procurement seat-expansion pilot procurement security invoice integration integration risk
ACC0026518,Starter,Finance,Mid-Market,LATAM,Grace,2022-01-12 00:00:00,2022-04-13 00:00:00,496,105,3,-15,10,Current,0.281,5949.0,0.212,Medium,No,integration integration training integration renewal
ACC0018020,Pro,Education,SMB,EMEA,Priya,2023-02-18 00:00:00,2023-10-24 00:00:00,316,79,4,37,8,Current,0.34,2506.0,0.25,Low,No,security renewal integration procurement training renewal procurement
ACC0021204,Growth,Retail,SMB,EMEA,Hannah,2022-03-19 00:00:00,2022-12-04 00:00:00,208,198,6,-26,8,Current,0.234,241.0,0.952,Medium,No,seat-expansion risk risk risk seat-expansion training risk risk renewal renewal training
ACC0027936,Growth,Retail,SMB,EMEA,Hannah,2023-07-25 00:00:00,2023-11-11 00:00:00,227,154,0,52,7,Current,0.254,3204.0,0.678,Low,No,seat-expansion training integration seat-expansion seat-expansion renewal seat-expansion risk procurement pilot integration pilot
ACC0012707,Starter,Retail,Enterprise,North America,Elena,2023-06-01 00:00:00,2023-08-10 00:00:00,408,108,4,-50,7,Current,0.75,5148.0,0.265,High,No,pilot renewal seat-expansion renewal procurement pilot security security training
ACC0005736,Pro,Retail,Enterprise,North America,Hannah,2022-09-04 00:00:00,2022-12-05 00:00:00,433,244,4,56,1,Current,0.332,4294.0,0.564,Low,No,risk pilot invoice pilot security integration invoice pilot
ACC0035129,Pro,Education,SMB,APAC,Priya,2022-02-03 00:00:00,2022-02-15 00:00:00,39,76,5,13,11,Current,0.137,611.0,1.0,Medium,No,training renewal integration risk seat-expansion pilot
ACC0027760,Enterprise,Healthcare,Enterprise,North America,Grace,2022-12-08 00:00:00,2023-07-24 00:00:00,78,143,2,67,10,Late,0.552,5709.0,1.0,Medium,No,training training procurement integration risk training integration invoice training
ACC0019156,Growth,Manufacturing,SMB,EMEA,Diego,2023-06-26 00:00:00,2023-08-16 00:00:00,2,348,11,-30,8,Late,0.824,3621.0,1.0,High,No,training seat-expansion security invoice risk invoice renewal pilot integration
ACC0020605,Starter,Manufacturing,Mid-Market,North America,Hannah,2023-07-05 00:00:00,2023-10-26 00:00:00,352,209,4,5,2,Current,0.604,2766.0,0.594,Low,No,integration procurement risk risk integration procurement integration risk procurement risk seat-expansion invoice
ACC0020782,Pro,Retail,SMB,APAC,Elena,2024-03-01 00:00:00,2024-12-16 00:00:00,388,278,2,-38,5,Current,0.856,6574.0,0.716,Medium,No,risk security renewal renewal seat-expansion pilot integration risk renewal
ACC0016992,Pro,Education,Mid-Market,North America,Diego,2024-04-12 00:00:00,2024-06-28 00:00:00,434,137,6,3,6,Late,0.978,1858.0,0.316,High,No,risk invoice invoice pilot integration invoice renewal renewal procurement
ACC0020828,Growth,Retail,Enterprise,North America,Elena,2023-12-19 00:00:00,2024-03-11 00:00:00,373,313,4,62,12,Current,0.193,2117.0,0.839,Medium,No,integration renewal invoice renewal integration risk seat-expansion procurement invoice
ACC0004309,Growth,Manufacturing,SMB,North America,Marcus,2022-08-19 00:00:00,2022-11-12 00:00:00,497,326,7,-9,4,Current,0.055,5081.0,0.656,Medium,No,integration pilot procurement renewal risk security
ACC0037838,Growth,Finance,SMB,APAC,Elena,2023-08-17 00:00:00,2024-02-25 00:00:00,121,52,2,-44,11,Current,0.794,19220.0,0.43,High,No,integration risk security training security
ACC0020318,Pro,Healthcare,SMB,North America,Priya,2023-11-06 00:00:00,2024-02-14 00:00:00,346,178,4,20,12,Current,0.803,2212.0,0.514,Low,No,risk integration training seat-expansion procurement integration seat-expansion training procurement seat-expansion risk risk
ACC0036383,Enterprise,Media,Enterprise,North America,Marcus,2023-11-24 00:00:00,2024-04-26 00:00:00,151,201,4,55,3,Current,0.512,1752.0,1.0,Low,No,invoice invoice seat-expansion integration renewal renewal
ACC0017412,Starter,Media,SMB,APAC,Marcus,2022-08-14 00:00:00,2022-08-15 00:00:00,51,167,1,-29,11,Late,0.736,4383.0,1.0,Medium,No,invoice training seat-expansion risk procurement seat-expansion security procurement procurement invoice seat-expansion integration
ACC0014560,Starter,Media,SMB,EMEA,Diego,2023-03-06 00:00:00,2023-07-15 00:00:00,53,182,6,35,1,Current,0.946,2423.0,1.0,Low,Yes,procurement training training training training
ACC0013721,Pro,Healthcare,SMB,North America,Grace,2023-09-22 00:00:00,2024-08-29 00:00:00,396,211,7,44,3,Current,0.559,25577.0,0.533,Low,No,security integration pilot invoice renewal security integration risk
ACC0005621,Growth,Retail,SMB,North America,Elena,2022-11-22 00:00:00,2022-11-27 00:00:00,105,235,4,0,12,Current,0.713,4339.0,1.0,Low,No,invoice procurement security procurement security procurement
ACC0022392,Pro,Manufacturing,SMB,North America,Priya,2022-06-19 00:00:00,2022-12-03 00:00:00,176,101,3,86,8,Current,0.957,3732.0,0.574,Low,Yes,integration pilot procurement integration pilot training integration training pilot security risk
ACC0005072,Pro,Finance,SMB,EMEA,Marcus,2023-04-22 00:00:00,2024-04-09 00:00:00,77,1,3,47,2,Current,0.904,3255.0,0.013,Low,Yes,integration invoice risk procurement pilot pilot renewal procurement invoice training pilot pilot
ACC0019952,Growth,Retail,SMB,APAC,Marcus,2024-06-11 00:00:00,2025-03-17 00:00:00,58,199,4,35,9,Current,0.187,1220.0,1.0,High,No,procurement risk procurement renewal seat-expansion integration invoice security risk training invoice
ACC0018720,Pro,Healthcare,SMB,North America,Priya,2023-04-14 00:00:00,2023-07-10 00:00:00,385,258,1,41,11,Current,0.57,5479.0,0.67,Low,No,integration security risk renewal renewal procurement training security
ACC0015276,Growth,Finance,SMB,North America,Diego,2022-03-09 00:00:00,2022-05-26 00:00:00,228,364,5,72,7,Current,0.105,1375.0,1.0,Medium,No,risk risk seat-expansion invoice renewal seat-expansion security integration
ACC0035825,Starter,Manufacturing,Mid-Market,EMEA,Priya,2022-04-02 00:00:00,2022-05-24 00:00:00,9,94,5,65,9,Current,0.402,1287.0,1.0,Low,No,seat-expansion pilot pilot pilot seat-expansion security risk
ACC0011429,Growth,Manufacturing,SMB,EMEA,Grace,2024-05-12 00:00:00,2025-04-04 00:00:00,172,261,1,76,3,Current,0.642,1405.0,1.0,Low,No,pilot seat-expansion risk integration renewal
ACC0014506,Pro,Manufacturing,SMB,North America,Diego,2024-01-23 00:00:00,2024-11-05 00:00:00,305,270,6,58,4,Current,0.943,6307.0,0.885,Low,Yes,renewal invoice renewal seat-expansion integration security renewal pilot risk
ACC0020398,Growth,Retail,SMB,North America,Hannah,2022-03-13 00:00:00,2022-11-27 00:00:00,429,289,2,-50,6,Current,0.655,2542.0,0.674,Medium,No,seat-expansion risk training risk pilot procurement procurement training pilot procurement
ACC0021700,Starter,Media,SMB,EMEA,Priya,2022-07-18 00:00:00,2023-02-15 00:00:00,298,334,2,92,7,Late,0.534,9698.0,1.0,High,No,seat-expansion pilot invoice risk invoice
ACC0005395,Pro,Finance,Mid-Market,North America,Marcus,2022-08-12 00:00:00,2023-07-22 00:00:00,385,121,3,35,2,Current,0.571,4572.0,0.314,Low,No,renewal training seat-expansion training pilot security
ACC0014848,Growth,Finance,SMB,EMEA,Grace,2022-02-26 00:00:00,2023-01-10 00:00:00,300,219,5,-23,5,Late,0.496,2634.0,0.73,Medium,No,procurement risk renewal integration training procurement
ACC0022668,Growth,Education,Mid-Market,APAC,Hannah,2024-04-12 00:00:00,2025-03-15 00:00:00,374,209,3,17,9,Current,0.48,1775.0,0.559,Low,No,renewal seat-expansion security procurement risk pilot security invoice security
ACC0032419,Growth,Healthcare,SMB,APAC,Elena,2022-08-16 00:00:00,2023-05-05 00:00:00,276,21,3,4,8,Current,0.618,1986.0,0.076,Low,No,procurement procurement risk invoice security risk security renewal training security
ACC0020801,Starter,Media,Enterprise,North America,Diego,2024-01-29 00:00:00,2024-04-13 00:00:00,399,60,4,-49,3,Late,0.924,1174.0,0.15,High,No,risk renewal procurement renewal renewal integration invoice renewal renewal risk security
ACC0028651,Enterprise,Retail,SMB,North America,Diego,2024-03-27 00:00:00,2024-05-06 00:00:00,352,148,2,-17,8,Current,0.411,4750.0,0.42,Medium,No,training renewal seat-expansion risk integration procurement risk training invoice integration
ACC0010279,Starter,Media,SMB,APAC,Grace,2023-02-16 00:00:00,2023-12-20 00:00:00,253,375,6,-50,9,Current,0.314,5218.0,1.0,Medium,No,training renewal risk renewal seat-expansion pilot seat-expansion risk seat-expansion renewal training
ACC0005703,Growth,Finance,Mid-Market,EMEA,Diego,2022-08-09 00:00:00,2023-01-06 00:00:00,278,164,3,42,4,Current,0.596,3476.0,0.59,Low,No,training invoice seat-expansion procurement seat-expansion risk
ACC0004960,Starter,Education,Mid-Market,North America,Elena,2023-04-28 00:00:00,2024-03-30 00:00:00,192,74,5,60,11,Current,0.951,1603.0,0.385,Low,Yes,security integration integration pilot risk renewal invoice security security procurement
ACC0030301,Pro,Retail,SMB,North America,Hannah,2024-01-31 00:00:00,2024-03-15 00:00:00,420,205,1,26,10,Current,0.757,3223.0,0.488,Low,Yes,security seat-expansion pilot integration security renewal pilot security invoice integration training renewal
ACC0005369,Starter,Healthcare,SMB,North America,Grace,2022-07-26 00:00:00,2023-03-07 00:00:00,37,38,1,90,11,Escalated,0.335,3338.0,1.0,High,No,security integration seat-expansion procurement integration invoice invoice procurement pilot risk
ACC0025465,Growth,Finance,SMB,North America,Hannah,2024-04-01 00:00:00,2025-01-18 00:00:00,212,180,5,75,2,Current,0.713,3676.0,0.849,Low,Yes,pilot security training integration procurement procurement risk procurement risk invoice procurement integration
ACC0004432,Starter,Media,SMB,North America,Marcus,2022-12-14 00:00:00,2023-08-20 00:00:00,242,182,1,-27,11,Current,0.238,397.0,0.752,Medium,No,procurement invoice risk security risk invoice risk security
ACC0035371,Pro,Education,Enterprise,EMEA,Diego,2022-10-12 00:00:00,2023-05-13 00:00:00,202,320,1,-36,2,Current,0.762,1504.0,1.0,Medium,No,procurement integration risk procurement invoice seat-expansion security risk invoice invoice security
ACC0035890,Pro,Finance,SMB,North America,Grace,2022-11-22 00:00:00,2022-12-16 00:00:00,165,287,2,-8,7,Current,0.725,2165.0,1.0,Medium,No,risk risk seat-expansion procurement training risk invoice security procurement security renewal
ACC0020178,Enterprise,Education,SMB,North America,Diego,2022-06-19 00:00:00,2022-08-25 00:00:00,233,360,2,-43,8,Current,0.703,875.0,1.0,High,No,pilot pilot security procurement invoice seat-expansion training invoice renewal
ACC0018009,Starter,Media,SMB,APAC,Grace,2023-03-13 00:00:00,2023-10-01 00:00:00,92,242,2,11,12,Current,0.854,841.0,1.0,Low,No,risk pilot integration integration renewal security training
ACC0021012,Pro,Finance,SMB,North America,Priya,2023-12-26 00:00:00,2024-07-01 00:00:00,420,306,3,-5,8,Current,0.882,16749.0,0.729,Medium,No,seat-expansion risk procurement renewal procurement pilot seat-expansion renewal training seat-expansion security
ACC0004991,Growth,Media,Enterprise,North America,Hannah,2023-10-25 00:00:00,2024-09-28 00:00:00,325,313,5,-48,4,Current,0.567,2510.0,0.963,Medium,No,pilot risk renewal procurement seat-expansion renewal pilot integration pilot training seat-expansion
ACC0019271,Pro,Retail,SMB,North America,Grace,2024-02-20 00:00:00,2024-10-01 00:00:00,438,112,8,41,12,Current,0.839,6483.0,0.256,Low,Yes,renewal renewal training integration procurement risk
ACC0024653,Starter,Healthcare,Enterprise,LATAM,Diego,2024-06-16 00:00:00,2025-02-14 00:00:00,153,92,3,31,11,Late,0.526,1330.0,0.601,Medium,No,renewal security procurement procurement risk renewal security risk
ACC0015078,Starter,Healthcare,Mid-Market,APAC,Grace,2023-06-09 00:00:00,2023-09-17 00:00:00,217,160,1,32,3,Current,0.43,1274.0,0.737,Low,No,procurement procurement invoice seat-expansion invoice invoice seat-expansion training renewal
ACC0020477,Pro,Healthcare,SMB,EMEA,Priya,2022-09-22 00:00:00,2023-05-06 00:00:00,92,52,5,-31,11,Current,0.77,3629.0,0.565,Medium,No,risk risk risk training renewal pilot integration invoice renewal procurement pilot
ACC0022071,Enterprise,Media,Enterprise,North America,Grace,2022-09-18 00:00:00,2023-04-05 00:00:00,165,340,4,-46,2,Late,0.151,2270.0,1.0,High,No,seat-expansion risk security procurement integration invoice renewal integration seat-expansion
ACC0025754,Starter,Finance,SMB,APAC,Diego,2023-02-23 00:00:00,2023-11-10 00:00:00,375,268,3,5,10,Late,0.734,3416.0,0.715,High,No,seat-expansion pilot renewal procurement procurement invoice training integration procurement seat-expansion security
ACC0022331,Pro,Education,SMB,APAC,Priya,2023-03-31 00:00:00,2023-07-22 00:00:00,129,65,7,62,3,Late,0.137,19420.0,0.504,Medium,No,integration training renewal seat-expansion renewal invoice seat-expansion invoice procurement training renewal risk
ACC0017929,Growth,Media,SMB,North America,Marcus,2024-06-07 00:00:00,2024-06-25 00:00:00,335,232,1,68,12,Current,0.195,3860.0,0.693,Medium,No,procurement seat-expansion integration renewal integration pilot seat-expansion pilot procurement risk risk
ACC0012491,Starter,Finance,Mid-Market,LATAM,Grace,2023-01-19 00:00:00,2023-11-13 00:00:00,39,294,4,-32,11,Late,0.641,423.0,1.0,High,No,procurement pilot seat-expansion training pilot procurement pilot seat-expansion procurement training renewal integration
ACC0005231,Enterprise,Retail,SMB,North America,Grace,2022-11-01 00:00:00,2023-03-29 00:00:00,312,291,2,81,3,Current,0.677,1484.0,0.933,Low,No,procurement renewal risk pilot security training risk
ACC0031384,Growth,Education,SMB,APAC,Hannah,2022-06-19 00:00:00,2022-11-01 00:00:00,80,278,4,91,4,Current,0.536,2934.0,1.0,Low,No,invoice seat-expansion integration invoice security procurement security renewal
ACC0005191,Enterprise,Finance,Enterprise,EMEA,Elena,2023-07-03 00:00:00,2023-09-19 00:00:00,356,18,2,-46,3,Current,0.911,629.0,0.051,High,No,security security seat-expansion integration security risk renewal seat-expansion
ACC0020235,Pro,Manufacturing,SMB,North America,Hannah,2022-09-17 00:00:00,2023-03-11 00:00:00,53,8,5,-44,2,Late,0.257,2871.0,0.151,Medium,No,risk seat-expansion training seat-expansion integration renewal security integration renewal renewal invoice
ACC0006127,Starter,Manufacturing,Mid-Market,North America,Grace,2024-03-08 00:00:00,2024-12-17 00:00:00,408,92,2,4,8,Current,0.133,3856.0,0.225,High,No,security security seat-expansion procurement training
ACC0033826,Starter,Retail,SMB,North America,Marcus,2023-05-25 00:00:00,2023-09-28 00:00:00,356,97,2,52,10,Current,0.487,5850.0,0.272,Low,No,security risk training pilot risk seat-expansion invoice invoice security security invoice
ACC0010157,Starter,Media,Mid-Market,North America,Marcus,2022-03-25 00:00:00,2023-02-21 00:00:00,196,131,4,-4,5,Current,0.429,757.0,0.668,High,No,renewal training risk procurement renewal training
ACC0027290,Starter,Media,SMB,North America,Grace,2022-10-03 00:00:00,2023-05-08 00:00:00,449,327,4,24,10,Current,0.468,5434.0,0.728,Low,No,risk security procurement security risk pilot
ACC0020634,Starter,Healthcare,Enterprise,LATAM,Marcus,2023-05-06 00:00:00,2023-12-16 00:00:00,365,204,0,5,10,Current,0.821,1373.0,0.559,Low,No,integration pilot integration seat-expansion integration
ACC0019599,Pro,Retail,Mid-Market,North America,Diego,2022-03-03 00:00:00,2022-03-16 00:00:00,398,89,1,-23,6,Current,0.091,1784.0,0.224,High,No,integration pilot training invoice security renewal risk security renewal pilot
ACC0005461,Enterprise,Manufacturing,Mid-Market,EMEA,Priya,2022-08-06 00:00:00,2023-02-26 00:00:00,440,164,3,14,10,Current,0.057,1212.0,0.373,Medium,No,invoice renewal risk pilot renewal procurement risk
ACC0030266,Starter,Media,SMB,North America,Elena,2023-04-27 00:00:00,2023-09-18 00:00:00,79,241,5,-50,10,Current,0.154,3668.0,1.0,High,No,renewal invoice procurement invoice risk risk seat-expansion risk seat-expansion seat-expansion seat-expansion risk
ACC0005195,Starter,Finance,Mid-Market,North America,Marcus,2022-08-30 00:00:00,2022-10-29 00:00:00,217,198,2,47,2,Current,0.58,3276.0,0.912,Low,No,invoice invoice renewal procurement procurement risk procurement seat-expansion
ACC0020055,Pro,Finance,SMB,North America,Priya,2024-05-13 00:00:00,2024-08-01 00:00:00,49,227,4,3,1,Current,0.285,2441.0,1.0,Low,No,seat-expansion seat-expansion renewal risk security
ACC0020196,Growth,Manufacturing,SMB,APAC,Hannah,2022-10-16 00:00:00,2023-01-04 00:00:00,231,82,1,87,8,Late,0.73,3427.0,0.355,High,Yes,renewal security renewal seat-expansion procurement invoice procurement seat-expansion
ACC0011591,Growth,Education,SMB,North America,Diego,2024-04-04 00:00:00,2024-07-05 00:00:00,46,123,3,56,11,Current,0.76,1596.0,1.0,Low,Yes,pilot renewal training security risk procurement security renewal pilot pilot training
ACC0017731,Starter,Healthcare,SMB,North America,Hannah,2022-05-09 00:00:00,2022-08-30 00:00:00,16,259,6,19,11,Current,0.341,2993.0,1.0,Low,No,invoice training security invoice seat-expansion security integration training renewal risk invoice
ACC0005764,Pro,Finance,Mid-Market,North America,Diego,2023-08-25 00:00:00,2024-04-19 00:00:00,163,243,0,-40,11,Current,0.085,4422.0,1.0,High,No,integration renewal integration training seat-expansion procurement risk invoice
ACC0031471,Growth,Finance,SMB,APAC,Elena,2022-03-04 00:00:00,2022-05-13 00:00:00,352,325,0,80,8,Current,0.499,2092.0,0.923,Low,No,integration risk risk integration invoice renewal integration procurement risk
ACC0016787,Starter,Manufacturing,Mid-Market,APAC,Priya,2022-11-11 00:00:00,2023-05-21 00:00:00,359,364,2,82,7,Current,0.914,5791.0,1.0,Low,Yes,renewal procurement renewal security security invoice seat-expansion training
ACC0028160,Pro,Retail,Mid-Market,North America,Marcus,2023-09-25 00:00:00,2024-02-24 00:00:00,434,153,2,33,8,Current,0.829,2221.0,0.353,Low,Yes,security procurement security security training pilot invoice seat-expansion procurement procurement seat-expansion
ACC0004169,Enterprise,Healthcare,Mid-Market,APAC,Priya,2023-05-03 00:00:00,2024-01-11 00:00:00,45,256,3,22,5,Current,0.576,2707.0,1.0,Low,No,renewal renewal pilot risk security training training integration training seat-expansion security
ACC0021232,Growth,Media,SMB,North America,Diego,2023-05-09 00:00:00,2023-09-07 00:00:00,75,219,4,-14,4,Current,0.565,8944.0,1.0,High,No,procurement invoice pilot invoice invoice
ACC0036230,Growth,Finance,SMB,North America,Diego,2023-06-17 00:00:00,2023-08-17 00:00:00,465,274,6,-8,12,Current,0.587,631.0,0.589,Medium,No,integration training integration security invoice seat-expansion security integration risk
ACC0005521,Pro,Retail,SMB,EMEA,Grace,2022-08-07 00:00:00,2022-11-24 00:00:00,481,187,7,47,5,Current,0.579,3458.0,0.389,Low,No,training risk pilot risk seat-expansion renewal invoice renewal training invoice pilot
ACC0026055,Starter,Healthcare,SMB,North America,Priya,2023-12-26 00:00:00,2024-08-08 00:00:00,192,102,4,86,7,Current,0.601,2893.0,0.531,Low,No,renewal invoice invoice security pilot pilot procurement
ACC0012439,Starter,Media,Mid-Market,APAC,Priya,2022-07-31 00:00:00,2022-11-27 00:00:00,61,34,7,-33,1,Current,0.63,2572.0,0.557,High,No,integration security security security training risk procurement training training invoice training
